_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,dhid,Latitude,Longitude
546,Public Transport,V/Line Train  Kyneton to Melbourne  Departing Woodend Station and arriving at Southern Cross Station,,VIC,,9/09/2021,9/09/2021,5:14am - 6:12am,Case travelled on public transport,12/09/2021,12/09/2021,20:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:14:00,6:12:00,A5N7,-36.85009384,144.3042908
547,Public Transport,V/Line Train  Melbourne to Bendigo  Departing Southern Cross Station and arriving at Woodend Station,,VIC,,9/09/2021,9/09/2021,2:05pm - 3:05pm,Case travelled on public transport,12/09/2021,12/09/2021,20:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:05:00,15:05:00,E2G6,-36.85009384,144.3042908
548,Fitzroy North,Fitzroy Community School,597 Brunswick Street,VIC,3068,8/09/2021,8/09/2021,8:45am - 4:15pm,Case attended venue,12/09/2021,12/09/2021,19:23:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:45:00,16:15:00,B9Z6,-37.7891726,144.9798099
549,Brunswick,A1 Bakery,643-645 Sydney Road,VIC,3056,8/09/2021,8/09/2021,12:00pm - 7:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,17:29:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,19:30:00,A8C2,-37.762006,144.962818
550,Narre Warren,Best&Less - Fountain Gate,25-55 Overland Drive,VIC,3805,8/09/2021,8/09/2021,9:00am - 1:15pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,17:29:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,13:15:00,B5M7,-38.0216834,145.3010355
551,Narre Warren,Best&Less - Fountain Gate,25-55 Overland Drive,VIC,3805,9/09/2021,9/09/2021,7:00am - 4:45pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,17:29:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:00:00,16:45:00,B6W4,-38.0216834,145.3010355
552,Campbellfield,AGCAB Portable Cabins,2098 Hume Highway,VIC,3061,8/09/2021,8/09/2021,6:00am - 3:00pm,Case attended venue,12/09/2021,12/09/2021,15:19:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,6:00:00,15:00:00,C5R6,-37.6461505,144.9522908
553,Campbellfield,AGCAB Portable Cabins,2098 Hume Highway,VIC,3061,9/09/2021,9/09/2021,6:00am - 3:00pm,Case attended venue,12/09/2021,12/09/2021,15:19:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,6:00:00,15:00:00,C9G4,-37.6461505,144.9522908
554,Campbellfield,AGCAB Portable Cabins,2098 Hume Highway,VIC,3061,10/09/2021,10/09/2021,6:00am - 12:30pm,Case attended venue,12/09/2021,12/09/2021,15:19:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,6:00:00,12:30:00,D5Z2,-37.6461505,144.9522908
555,South Morang,Little Learners,205 Gordons Road,VIC,3752,8/09/2021,8/09/2021,10:00am - 4:00pm,Case attended venue,12/09/2021,12/09/2021,15:19:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,16:00:00,B4R6,-37.6362376,145.0843087
556,Taylors Lakes,Chemist Warehouse - Watergardens Shopping Centre,399 Melton Highway,VIC,3038,7/09/2021,7/09/2021,4:45pm - 9:30pm,Case attended venue,12/09/2021,12/09/2021,15:19:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:45:00,21:30:00,B4C2,-37.696395,144.7753492
557,Greensborough,JB Hi-Fi - Greensbourough Plaza,25 Main Street,VIC,3088,9/09/2021,9/09/2021,10:00am - 5:50pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,13:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:00:00,17:50:00,C9N2,-37.7040103,145.1030264
558,Epping,KFC,519 High Street,VIC,3076,8/09/2021,8/09/2021,4:00pm - 8:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,13:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,20:00:00,B2K7,-37.6578328,145.0195769
559,Glenroy,Salvos Glenroy,5/830 Pascoe Vale Rpad,VIC,3046,9/09/2021,9/09/2021,12:15pm - 2:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,13:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:15:00,14:30:00,B3P3,-37.7036098,144.9159593
560,Bulleen,Coles - Bulleen Plaza Shopping Centre,83 Manningham Road,VIC,3105,8/09/2021,8/09/2021,3:00pm - 9:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,13:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,21:00:00,A3X4,-37.76648706,145.0909871
561,Bulleen,Coles - Bulleen Plaza Shopping Centre,83 Manningham Road,VIC,3105,9/09/2021,9/09/2021,3:00pm - 9:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,12/09/2021,12/09/2021,13:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,21:00:00,C6X3,-37.76648706,145.0909871
562,East Melbourne,Apartment Complex,211 Wellington Parade South,VIC,3002,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,12/09/2021,12/09/2021,10:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,B4E8,-37.8164425,144.9774712
563,Dandenong,Dandenong Hospital Emergency Department Waiting Room,135 David Street,VIC,3175,10/09/2021,10/09/2021,6:20pm - 9:55pm,Case attended venue. Only applies to members of the public,12/09/2021,12/09/2021,10:21:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:20:00,21:55:00,D2K4,-37.9773371,145.2205757
564,Coburg North,Coles - Coburg North Village,180 Gaffney Street,VIC,3058,8/09/2021,8/09/2021,6:00am - 3:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,11/09/2021,11/09/2021,20:55:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",6:00:00,15:30:00,D6Y4,-37.7324063,144.9501248
565,Woodend,Cellarbrations Woodend,1/130 High Street,VIC,3442,9/09/2021,9/09/2021,5:25pm - 6:30pm,Case attended venue,11/09/2021,11/09/2021,20:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:25:00,18:30:00,A7R6,-37.3561091,144.5297766
566,Dandenong,Dandenong Hospital Emergency Department  Main Waiting Room,135 David Street,VIC,3175,8/09/2021,8/09/2021,9:35pm - 9:45pm,Case attended venue. Only applies to members of the public,11/09/2021,11/09/2021,20:05:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,21:35:00,21:45:00,E9X9,-37.9773371,145.2205757
567,Dandenong,Dandenong Hospital Emergency Department  Clinic Waiting Room,135 David Street,VIC,3175,8/09/2021,8/09/2021,9:45pm - 10:59pm,Case attended venue. Only applies to members of the public,11/09/2021,11/09/2021,20:05:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,21:45:00,22:59:00,C7B8,-37.9773371,145.2205757
568,Carlsruhe,Vantage Fuels Carlsruhe,Calder Freeway,VIC,3442,9/09/2021,9/09/2021,7:14pm - 7:45pm,Case attended venue,11/09/2021,11/09/2021,20:05:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:14:00,19:45:00,C9A6,-37.2862272,144.4957297
569,South Morang,The Greenhouse - Axis Lifestyle Centre,797 Plenty Road,VIC,3752,8/09/2021,8/09/2021,12:00pm - 4:15pm,Case attended venue,11/09/2021,11/09/2021,19:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,16:15:00,C8A5,-37.6517574,145.0866731
570,South Morang,The Greenhouse - Axis Lifestyle Centre,797 Plenty Road,VIC,3752,9/09/2021,9/09/2021,12:00pm - 5:45pm,Case attended venue,11/09/2021,11/09/2021,19:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,17:45:00,A5F5,-37.6517574,145.0866731
571,South Morang,The Greenhouse - Axis Lifestyle Centre,797 Plenty Road,VIC,3752,10/09/2021,10/09/2021,12:00pm - 6:15pm,Case attended venue,11/09/2021,11/09/2021,19:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,18:15:00,A2D6,-37.6517574,145.0866731
572,South Morang,ZAIT Bakery - Axis Lifestyle Centre,797 Plenty Road,VIC,3752,8/09/2021,8/09/2021,11:30am - 12:05pm,Case attended venue,11/09/2021,11/09/2021,19:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:05:00,D3J5,-37.6517574,145.0866731
573,South Morang,ZAIT Bakery - Axis Lifestyle Centre,797 Plenty Road,VIC,3752,9/09/2021,9/09/2021,11:30am - 12:05pm,Case attended venue,11/09/2021,11/09/2021,19:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:05:00,A7A6,-37.6517574,145.0866731
574,South Morang,ZAIT Bakery - Axis Lifestyle Centre,797 Plenty Road,VIC,3752,10/09/2021,10/09/2021,11:30am - 12:05pm,Case attended venue,11/09/2021,11/09/2021,19:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:05:00,D7A5,-37.6517574,145.0866731
575,Somerton,Tek Cafe,Unit 8/882 Cooper Street,VIC,3062,9/09/2021,9/09/2021,7:30am - 4:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,11/09/2021,11/09/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:30:00,16:30:00,D5A4,-37.6433229,144.9535523
576,Melbourne Airport,"Tullamarine Airport, Terminal 2, Levels 1 & 2",,VIC,3045,11/09/2021,11/09/2021,5:00am - 1:30pm,All staff working with case considered Tier 1. All visitors within the area during designated times are Tier 2.,11/09/2021,11/09/2021,18:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:00:00,13:30:00,D7J3,-37.67569733,144.8359222
577,Melbourne Airport,"Tullamarine Airport, Terminal 2, Levels 1 & 2",,VIC,3045,13/09/2021,13/09/2021,6:30am - 1:30pm,All staff working with case considered Tier 1. All visitors within the area during designated times are Tier 2.,11/09/2021,11/09/2021,18:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",6:30:00,13:30:00,A9V7,-37.67569733,144.8359222
578,Melbourne Airport,"Tullamarine Airport, Terminal 2, Levels 1 & 2",,VIC,3045,14/09/2021,14/09/2021,7:00am - 12:30pm,All staff working with case considered Tier 1. All visitors within the area during designated times are Tier 2.,11/09/2021,11/09/2021,18:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:00:00,12:30:00,A9M2,-37.67569733,144.8359222
579,Hillside,Caltex Hillside,575 Melton Highway,VIC,3037,8/09/2021,8/09/2021,9:15pm - 11:59pm,Case attended venue,11/09/2021,11/09/2021,18:10:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,21:15:00,23:59:00,A2P8,-37.6937396,144.7558583
580,Hillside,Caltex Hillside,575 Melton Highway,VIC,3037,9/09/2021,9/09/2021,12:00am - 7:30am,Case attended venue,11/09/2021,11/09/2021,18:10:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,0:00:00,7:30:00,C5A2,-37.6937396,144.7558583
581,Mill Park,Chatime Plenty Valley,Kiosk 03/415 McDonalds Road,VIC,3082,9/09/2021,9/09/2021,12:00pm - 5:30pm,Case attended venue,11/09/2021,11/09/2021,18:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,17:30:00,A6F7,-37.66416931,145.0650482
582,Fitzroy,IGA Fitzroy,424-428 Brunswick Street,VIC,3065,8/09/2021,8/09/2021,3:25pm - 4:00pm,Case attended venue,11/09/2021,11/09/2021,17:55:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:25:00,16:00:00,E9W8,-37.7942302,144.9793996
583,Waurn Ponds,Hooley Dooley - Waurn Ponds Shopping Centre,"Shop 7, 173-199 Pioneer Road",VIC,3216,8/09/2021,8/09/2021,4:30pm - 5:30pm,Case attended venue,11/09/2021,11/09/2021,17:55:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:30:00,17:30:00,B9L8,-38.19993591,144.2792511
584,North Melbourne,Nord Apartments North Melbourne,83 Flemington Road,VIC,3051,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,17:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E3P3,-37.7987093,144.9532409
585,North Melbourne,Nord Apartments North Melbourne,83 Flemington Road,VIC,3051,9/09/2021,9/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,17:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,D6Q7,-37.7987093,144.9532409
586,North Melbourne,Nord Apartments North Melbourne,83 Flemington Road,VIC,3051,11/09/2021,11/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,17:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,A7D8,-37.7987093,144.9532409
587,Craigieburn,Priceline Pharmacy - Craigieburn Plaza,9B/10 Craigieburn Road,VIC,3051,9/09/2021,9/09/2021,12:30pm - 2:00pm,Case attended venue,11/09/2021,11/09/2021,17:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:30:00,14:00:00,C7M6,-37.5980735,144.9406598
588,Altona,Altona Early Years Hub,103B Grieve Parade,VIC,3018,8/09/2021,8/09/2021,7:45am - 5:30pm,Case attended venue,11/09/2021,11/09/2021,15:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:45:00,17:30:00,D9H3,-37.8616704,144.8186265
589,Altona,Altona Early Years Hub,103B Grieve Parade,VIC,3018,8/09/2021,8/09/2021,7:45am - 5:30pm,Case attended venue,11/09/2021,11/09/2021,15:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:45:00,17:30:00,B4J3,-37.8616704,144.8186265
590,Fitzroy North,Fitzroy Community School,597 Brunswick Street,VIC,3068,9/09/2021,9/09/2021,8:30am - 9:30am,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:30:00,9:30:00,A4C4,-37.7891726,144.9798099
591,Footscray,Apartment Complex,8 Joseph Road,VIC,3011,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E9P4,-37.79855044,144.9117702
592,Footscray,Apartment Complex,8 Joseph Road,VIC,3011,9/09/2021,9/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,D9V9,-37.79855044,144.9117702
593,Footscray,Apartment Complex,8 Joseph Road,VIC,3011,10/09/2021,10/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E2C3,-37.79855044,144.9117702
594,Footscray,Apartment Complex,8 Joseph Road,VIC,3011,11/09/2021,11/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E7X3,-37.79855044,144.9117702
595,Southbank,Apartment Complex,63 Whiteman Street,VIC,3006,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,B8K7,-37.825867,144.9570046
596,Southbank,Apartment Complex,63 Whiteman Street,VIC,3006,9/09/2021,9/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E9C5,-37.825867,144.9570046
597,Southbank,Apartment Complex,63 Whiteman Street,VIC,3006,10/09/2021,10/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E7X8,-37.825867,144.9570046
598,Southbank,Apartment Complex,63 Whiteman Street,VIC,3006,11/09/2021,11/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,A6D4,-37.825867,144.9570046
599,Craigieburn,Amiga Montessori Craigieburn,40 Highlander Drive,VIC,3064,8/09/2021,8/09/2021,7:00am - 4:00pm,Case attended venue,11/09/2021,11/09/2021,13:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,16:00:00,A3K6,-37.588803,144.8953967
600,Flemington,Apartment Complex,12 Holland Court,VIC,3031,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,11:31:37,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E6M2,-37.7881759,144.9347135
601,Flemington,Apartment Complex,12 Holland Court,VIC,3031,9/09/2021,9/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,11:31:37,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,B6U2,-37.7881759,144.9347135
602,Flemington,Apartment Complex,12 Holland Court,VIC,3031,10/09/2021,10/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,11:31:37,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,A4F5,-37.7881759,144.9347135
603,Clayton South,Contract Glass and Aluminium,102 Fairbank Road,VIC,3169,8/09/2021,8/09/2021,7:00am - 9:00am,Case attended venue,11/09/2021,11/09/2021,11:31:37,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:00:00,9:00:00,E3W2,-37.94165085,145.1268883
604,Melbourne,Apartment Complex ,265 Exhibition Street,VIC,3000,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,11/09/2021,11/09/2021,11:31:37,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,C5A4,-37.8095248,144.9691145
605,Reservoir,Night Owl Pharmacy ,743A Gilbert Road,VIC,3073,8/09/2021,8/09/2021,11:30am - 12:15pm,Case attended venue,11/09/2021,11/09/2021,11:31:37,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:15:00,D8Y2,-37.720368,144.9928502
606,Brooklyn,Tank Services Australia ,27/37 McDonald Road ,VIC,3012,8/09/2021,8/09/2021,6:00am - 7:45am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,11/09/2021,11/09/2021,9:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",6:00:00,7:45:00,E2X5,-37.8114222,144.8474722
607,Melbourne,Farrer House - Level 9,24 Collins Street,VIC,3000,8/09/2021,8/09/2021,1:00pm - 2:30pm,Case attended venue,10/09/2021,10/09/2021,22:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:00:00,14:30:00,B2H6,-37.8134638,144.9727185
608,Daylesford,Springs Medical,10 Hospital Street,VIC,3460,8/09/2021,8/09/2021,3:15pm - 4:30pm,Case attended venue,10/09/2021,10/09/2021,22:20:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:15:00,16:30:00,C6Z3,-37.3378465,144.1454035
609,Essendon North,Apartment Complex,294 Keilor Road,VIC,3041,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,10/09/2021,10/09/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E4G6,-37.7381714,144.8949907
